,MAIAN,Mythril,Semgrep,Slither,Solhint,VeriSmart
MAIAN,100.0,0,0,45.14563106796117,19.65065502183406,59.48275862068966
Mythril,0,100.0,5.263157894736842,79.3103448275862,83.44370860927152,36.84210526315789
Semgrep,0,0,100.0,92.3076923076923,53.84615384615385,0
Slither,1.8822100789313905,4.502944232767579,23.901979264844485,100.0,60.52240039675979,13.431353069739718
Solhint,2.162421912542047,6.055140427724813,28.105345911949687,83.48281016442452,100.0,11.37123745819398
VeriSmart,5.862361937128292,0.45721750489875895,0,44.64993394980185,8.666100254885302,100.0
