filename,basename,toolid,toolmode,parser_version,runid,start,duration,exit_code,findings,infos,errors,fails
MyData/Benchmarks/Study_SamplesSet/002d5f79eff9f8d6d47a61fdaf5bf0c6.sol,002d5f79eff9f8d6d47a61fdaf5bf0c6.sol,maian,solidity,2022/11/11,20240209_1550,1707496893.2689064,171.61408400535583,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
MyData/Benchmarks/Study_SamplesSet/003c84ce2828441c5cf062c642d5492c.sol,003c84ce2828441c5cf062c642d5492c.sol,maian,solidity,2022/11/11,20240209_1550,1707507695.8099287,36.48262357711792,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
MyData/Benchmarks/Study_SamplesSet/007c010f1192c459d19859ee01c41a34.sol,007c010f1192c459d19859ee01c41a34.sol,maian,solidity,2022/11/11,20240209_1550,1707510010.2467492,126.96323251724243,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
MyData/Benchmarks/Study_SamplesSet/00805ffc6f3b3ead5a87d50efd5ac2be.sol,00805ffc6f3b3ead5a87d50efd5ac2be.sol,maian,solidity,2022/11/11,20240209_1550,1707519730.868552,32.75729441642761,0,{},{},{},{}
MyData/Benchmarks/Study_SamplesSet/008ee0364adf0932325253f494e9851b.sol,008ee0364adf0932325253f494e9851b.sol,maian,solidity,2022/11/11,20240209_1550,1707539144.2947633,51.504313945770264,0,"{Ether_leak_verified,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{Unknown operation},{}
MyData/Benchmarks/Study_SamplesSet/0109eb4190332c1261dedf7275cecdc2.sol,0109eb4190332c1261dedf7275cecdc2.sol,maian,solidity,2022/11/11,20240209_1550,1707526176.2020779,34.04464101791382,0,"{No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
MyData/Benchmarks/Study_SamplesSet/0120a2934d0ffe4b904830fe899f554b.sol,0120a2934d0ffe4b904830fe899f554b.sol,maian,solidity,2022/11/11,20240209_1550,1707495926.3312218,33.77075147628784,0,{Not_destructible_no_self_destruct},{},{},{}
MyData/Benchmarks/Study_SamplesSet/014a0178b1fb411bcff909ff91c1f21f.sol,014a0178b1fb411bcff909ff91c1f21f.sol,maian,solidity,2022/11/11,20240209_1550,1707516702.2837508,24.335372924804688,0,"{No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
MyData/Benchmarks/Study_SamplesSet/018e9418a46c3e7cccb7975b4f3b785d.sol,018e9418a46c3e7cccb7975b4f3b785d.sol,maian,solidity,2022/11/11,20240209_1550,1707525158.3340356,25.07249665260315,0,{},{},{Cannot compile the contract},{}
MyData/Benchmarks/Study_SamplesSet/01a5db3b517a437d31f790564d8a0149.sol,01a5db3b517a437d31f790564d8a0149.sol,maian,solidity,2022/11/11,20240209_1550,1707528223.8888216,79.75895833969116,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{Unknown operation},{}
MyData/Benchmarks/Study_SamplesSet/01a8f206b8a8d4ad2fd3fd8f03f70ec5.sol,01a8f206b8a8d4ad2fd3fd8f03f70ec5.sol,maian,solidity,2022/11/11,20240209_1550,1707495182.6770144,88.63892889022827,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
