id,DASP,1,2,3,4,5,6,7,8,9,10
2ee2dcf24eb99743fbe0392f8bf6ad4b,[2],0,1,0,0,0,0,0,0,0,0
40edf8345391a754091af7ba7b28678f,"[3, 2]",0,1,1,0,0,0,0,0,0,0
52b192177711c0e46c4ff379014f10e3,[],0,0,0,0,0,0,0,0,0,0
571a03ada9deda17253fa276d1eca7e4,"[3, 2]",0,1,1,0,0,0,0,0,0,0
c21dc8ea873bfbdd614e04003fe63962,[3],0,0,1,0,0,0,0,0,0,0
cd7b42cc3b01f08f57ba4c593dd9cf9a,[],0,0,0,0,0,0,0,0,0,0
dd96e3835ae476f094395821731716f0,"[3, 2]",0,1,1,0,0,0,0,0,0,0
